,character,quote,scene,location,view,episode,date,series,file
331,PICARD,       I'll have your belongings   transported to the Bortas.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
332,WORF,   Thank you...,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
333,PICARD,   Attention on deck!,55	INT. CORRIDOR - ON TURBOLIFT DOORS,CORRIDO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
334,WORF,"   Permission to leave the ship, sir?",57	INT. TRANSPORTER ROOM - CONTINUOUS,TRANSPORTER ROO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
335,PICARD,   Permission granted.       Qapla',57	INT. TRANSPORTER ROOM - CONTINUOUS,TRANSPORTER ROO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
336,WORF,   Good-bye.,57	INT. TRANSPORTER ROOM - CONTINUOUS,TRANSPORTER ROO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
337,RIKER,   Dismissed.,57	INT. TRANSPORTER ROOM - CONTINUOUS,TRANSPORTER ROO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
338,MOVAR,   Picard has rejected Gowron's plea   for help.       The Enterprise has left orbit.,61	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
339,TORAL,       Coward! He didn't have the   courage to face us. The   Federation is---,61	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
340,WOMAN,"   Celebrate later, Toral.       We should not discount Jean-Luc   Picard yet. He is human...",61	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
341,WOMAN,"    (continuing, with ironic     smile)   ... and humans have a way of   showing up when you least expect   them.",61	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
