,character,quote,episode
99,BOOTHBY,   Hmmm?,"""The First Duty"""
100,PICARD,   I don't know that I've ever really   told you... how much... I   appreciate...,"""The First Duty"""
101,BOOTHBY,   ... there's nothing to tell...,"""The First Duty"""
102,PICARD,"   Yes, there is... I just wanted   to... while I was here...       You know as well as I do I would   never have made it to graduation   if you hadn't...","""The First Duty"""
103,BOOTHBY,       You made a mistake. There isn't   a man among us who hasn't been   young enough to make one...,"""The First Duty"""
104,PICARD,"   Nevertheless, you...","""The First Duty"""
105,BOOTHBY,   You knew what you had to do...   I just made sure you listened to   yourself...,"""The First Duty"""
106,PICARD,"   At the time I thought you were   a mean-spirited, vicious old man.","""The First Duty"""
107,BOOTHBY,"   I was. By the way, I was about   the same age you are now.","""The First Duty"""
108,PICARD,   I didn't speak to you for months.,"""The First Duty"""
109,BOOTHBY,   You needed to find your bearings.   I knew that. Important thing is   what you did with your life   afterwards... seems you did   okay... that's all the thanks I   need...,"""The First Duty"""
110,PICARD,   Did you know the boy from Nova   Squadron who was killed?,"""The First Duty"""
111,BOOTHBY,   Josh Albert? Yeah.,"""The First Duty"""
112,BOOTHBY,       Crusher. Hajar. Sito.       Locarno. I know them all.,"""The First Duty"""
113,CUT TO:,,"""The First Duty"""
114,LOCARNO,       Nervous?,"""The First Duty"""
115,SITO,   No.       Yes.,"""The First Duty"""
116,LOCARNO,   That's okay... so am I.       But we're going to be all right.   We have some tough times ahead...   but we've always come through for   each other.,"""The First Duty"""
117,LOCARNO,       Whatever happens... I want you   all to know... that leading this   team has been the high point of   my years at the Academy. No one   could have asked for a better   team... or better friends.,"""The First Duty"""
118,LOCARNO,   Let's go.,"""The First Duty"""
119,LOCARNO,   ... at this point we accelerated   and executed a starboard turn of   twenty-seven degrees. We came out   of the turn on course for Titan.,"""The First Duty"""
120,BRAND,   And you were still in the lead   position?,"""The First Duty"""
121,LOCARNO,"   Yes, sir.","""The First Duty"""
122,BRAND,   Continue.,"""The First Duty"""
123,LOCARNO,"   As we entered Titan's   gravitational sphere, I gave the   signal to tighten up and move into   a diamond slot formation.","""The First Duty"""
124,LOCARNO,"   Remaining in the diamond   formation, we executed a low   apogee turn around Titan... then   began a z plus twenty-five degree   climb in preparation for a Yeager   loop.","""The First Duty"""
125,LOCARNO,"       Approximately nine seconds later,   Cadet Albert's ship collided with   Cadet Hajar's.","""The First Duty"""
126,LOCARNO,   We had less than two seconds to   activate our emergency   transporters and beam to the evac   station on Mimas. Everyone made   it... except Josh.,"""The First Duty"""
127,BRAND,"   Thank you, Mister Locarno.","""The First Duty"""
128,BRAND,   Cadet Hajar...,"""The First Duty"""
129,BRAND,"   As Team Navigator, you filed a   flight plan with the Academy Range   Officer before the exercise,   correct?","""The First Duty"""
130,HAJAR,"   Yes, sir.","""The First Duty"""
131,BRAND,   Did Nova Squadron deviate from   that flight plan after you entered   the Saturn range?,"""The First Duty"""
132,HAJAR,"   No, sir.","""The First Duty"""
133,BRAND,   How do you explain the fact that   the low apogee turn around Titan   was at least two thousand   kilometers closer to the moon than   indicated in your plan?,"""The First Duty"""
134,HAJAR,"   We were still within flight safety   parameters, sir.","""The First Duty"""
135,BRAND,"       That wasn't my question, Cadet.","""The First Duty"""
136,HAJAR,"   We had discussed changing the   approach after I filed the flight   plan. The final decision was made   en route to Saturn. I didn't   consider it significant enough   to mention here.       I apologize for the confusion,   sir. I should have been more   precise.","""The First Duty"""
137,SATELK,   Did you see Mister Albert's ship   break formation before it collided   with your ship?,"""The First Duty"""
138,HAJAR,"   No, sir. My first indication of   trouble was when my proximity   alarm went off.","""The First Duty"""
139,SATELK,   Did any of you see the collision   take place?,"""The First Duty"""
140,LOCARNO,"   No, sir...","""The First Duty"""
141,SATELK,"   Ms. Sito, you were in the tail   position; therefore, you should   have been able to see any sign   of trouble from Cadet Albert...   and yet you saw nothing?","""The First Duty"""
142,SITO,"   That is correct, sir.","""The First Duty"""
143,SATELK,   Did your attention falter?,"""The First Duty"""
144,SITO,"   No, sir. I was... flying on   sensor readings at the time...   I did not have visual contact with   Cadet Albert's ship when he broke   formation.","""The First Duty"""
145,BEVERLY,       What's wrong?,"""The First Duty"""
146,PICARD,       It's unusual to fly on sensors   alone in that type of maneuver.   A pilot relies on the visual cues   from the other ships to maintain   formation.,"""The First Duty"""
147,BRAND,"   If you were flying on sensors   alone, perhaps you could tell us   the orientation of his ship just   before the collision.","""The First Duty"""
148,SITO,"   I... don't know, sir.","""The First Duty"""
149,BRAND,"       You were flying in a ship   traveling eighty thousand k.p.h.,   with Cadet Albert's ship less than   ten meters away... and you don't   know what his orientation was?","""The First Duty"""
150,SITO,"   I... don't remember, sir.","""The First Duty"""
151,LOCARNO,"   Sir, if I may?","""The First Duty"""
152,LOCARNO,   Admiral...,"""The First Duty"""
153,LOCARNO,   Josh was a good pilot... but   lately he'd been having...   difficulties. He would get   nervous during close flybys and   pull away in the final seconds...   his formation flying was a little   erratic.,"""The First Duty"""
154,BRAND,       And you didn't report any of this?,"""The First Duty"""
155,LOCARNO,"   No sir, I didn't. We'd flown   together a long time... I thought   he could handle it if I gave   him a chance. I was wrong.","""The First Duty"""
156,BRAND,   Then you're saying that the   accident was Cadet Albert's fault?,"""The First Duty"""
157,LOCARNO,"    (beat, then very     reluctant)   I think Josh got frightened and   tried to pull out of the turn   prematurely... and then crashed   into Cadet Hajar.       Josh was our friend... we didn't   want him to be remembered as   someone who panicked.","""The First Duty"""
158,BRAND,   Please be seated.,"""The First Duty"""
159,BRAND,"   I am... disturbed by what I've   heard here today. By your own   admission, you allowed your   teammate to fly when you knew he   was having difficulties   maintaining formation. That   demonstrates a serious lack of   judgment.       I am also disturbed by the fact   that you did not come forward with   this information immediately.       We should have the first data   from Mister Crusher's flight   recorder tonight. We will   reconvene at thirteen hundred   hours tomorrow.","""The First Duty"""
160,LOCARNO,   Everything's fine. Trust me.,"""The First Duty"""
161,GEORDI,"       Captain, the Academy has one of   the best reconstructive analysis   labs in Starfleet. I'm not sure   we'll have much to contribute to   the investigation.","""The First Duty"""
162,PICARD,   That may well be the case.   However...       Wesley is one of our own.,"""The First Duty"""
163,GEORDI,"   Understood, sir. We'll get right   on it.","""The First Duty"""
164,PICARD,   Good. I've spoken with Admiral   Brand and she has agreed to allow   us access to all of the physical   evidence and testimony.,"""The First Duty"""
165,PICARD,"   Thank you, gentlemen.","""The First Duty"""
166,DATA,"       Computer, initiate a link between   this station and the Starfleet   Academy Database.","""The First Duty"""
167,CUT TO:,,"""The First Duty"""
168,SITO,"   You shouldn't have said it, Nick.   Josh wasn't responsible for what   happened.","""The First Duty"""
169,LOCARNO,   I had to do something...,"""The First Duty"""
170,WESLEY,   You said we wouldn't have to lie   to them. We all agreed not to   lie to them.,"""The First Duty"""
171,LOCARNO,   I didn't lie. Everything I said   was true.,"""The First Duty"""
172,WESLEY,   The accident was not Josh's fault.,"""The First Duty"""
173,LOCARNO,"       Look... he was my friend, too.   I worked to get him on this team.   But the truth is... he panicked.","""The First Duty"""
174,WESLEY,   We don't know that...,"""The First Duty"""
175,LOCARNO,   Of course we do... none of us has   wanted to say it out loud... but   we've all had the same thought.   Haven't we?,"""The First Duty"""
176,HAJAR,   He must have pulled away too soon.   I think he got scared.,"""The First Duty"""
177,LOCARNO,   Sito?,"""The First Duty"""
178,LOCARNO,"       Wes... I know you want to protect   his memory... we all do. But --   we have to look out for   ourselves now.       What do you want us to do, walk in   and tell them everything that   happened?","""The First Duty"""
179,SITO,   We might as well turn in our   uniforms and start packing our   bags.,"""The First Duty"""
180,LOCARNO,       Are we ready for that?,"""The First Duty"""
181,LOCARNO,   We'll take this one step at a   time.       This is the preliminary report   on your flight recorder.     ,"""The First Duty"""
182,,,"""The First Duty"""
183,LOCARNO ,"   It was so badly damaged in the   crash, the lab was only able to   retrieve a third of the total   telemetry on the recorder... and   all of it is from before the   collision.       There is no problem here.","""The First Duty"""
184,WESLEY,   Nick... I don't think I can do   this.,"""The First Duty"""
185,SITO,   You don't have to lie... just   don't volunteer any new   information.,"""The First Duty"""
186,LOCARNO,"   The first night I met you, Wes...   I knew I wanted you on this squad.   I knew what you'd bring to it...   you, more than any of the others,   would understand what it means   to be able to count on someone.   You've been out there, putting   yourself on the line... you know   you've got to be able to trust   the people on your team...   because your life is in their   hands.     ","""The First Duty"""
187,,,"""The First Duty"""
188,LOCARNO ,       And their lives are in yours.,"""The First Duty"""
189,LOCARNO,"   We made a promise, right in the   beginning, that we'd stick   together. We were Nova Squadron   -- nobody else could say that.   And even after we graduated we'd   try to get posted to the same   duty... we were going to be a   team -- for a long time.","""The First Duty"""
190,LOCARNO,   Josh can't be a part of those   plans anymore. But I think he'd   still want us to be a team.   What do you think?,"""The First Duty"""
191,CUT TO:,,"""The First Duty"""
192,ALBERT ,   Mister Crusher?,"""The First Duty"""
193,WESLEY,   Sir.,"""The First Duty"""
194,ALBERT,   At ease.       Am I interrupting?,"""The First Duty"""
195,WESLEY,"   No, sir. I was just going over   my deposition for tomorrow.","""The First Duty"""
196,ALBERT,   They told me... I could find you   here.,"""The First Duty"""
197,ALBERT,   I... found this in Josh's room...   I... I think it belongs to you.,"""The First Duty"""
198,WESLEY,   The ski trip...       We went to Calgary last month...   Josh forgot his sweater... so he   borrowed one of mine.,"""The First Duty"""
199,ALBERT,   He told me you... helped him with   his classes.,"""The First Duty"""
200,WESLEY,   A little... he only needed help   with statistical mechanics.,"""The First Duty"""
201,ALBERT,"       If Josh had one weakness, it was   mathematics...","""The First Duty"""
202,WESLEY,   He could do it...       He just didn't like to.,"""The First Duty"""
203,ALBERT,"   His mother and I thought he'd   never make it out of calculus.   Then he found out what the Academy   entrance requirements were like...   that turned him around. He stayed   after class, got a tutor... he   worked really hard.","""The First Duty"""
204,ALBERT,"   He never gave up on anything...    (beat, then very     difficult)   I... I know that... he had a lot   of respect for you, and everyone   on the team. I realize this was   his fault... and that... you   could've all been killed. I...   I wanted to... to say...","""The First Duty"""
205,ALBERT,       I wanted to say that I'm sorry.   I'm sorry he let you down.,"""The First Duty"""
206,CUT TO:,,"""The First Duty"""
207,CUT TO:,,"""The First Duty"""
208,BRAND,"   Are you ready, Mister Crusher?","""The First Duty"""
209,WESLEY,"   Yes, sir.","""The First Duty"""
210,WESLEY,   This is the beginning of our run   toward Titan. I'm on the right   wing.,"""The First Duty"""
211,BRAND,   Where was Mister Albert at this   point?,"""The First Duty"""
212,WESLEY,"   He was on my port quarter, about   fifty meters away.","""The First Duty"""
213,WESLEY,   We just received the signal to   begin the diamond slot formation.   That's Cadet Locarno coming into   view.,"""The First Duty"""
214,WESLEY ,"   We're in a twenty degree turn,   coming around Titan...","""The First Duty"""
215,WESLEY,   We should be coming out of Titan's   gravity well about now...,"""The First Duty"""
216,BRAND,"   That is the extent of the data   we were able to recover from the   flight recorder. Mister Crusher,   will you describe what happened   after you left orbit of Titan?","""The First Duty"""
217,WESLEY,"   Once we'd cleared the moon...   Mister Locarno led us into a   Yeager loop... about nine seconds   later, everything seemed to happen   at once: the proximity alarm went   off, I tried to veer away, but   it was too late... I was hit...   I lost control of the ship and   a power coupling exploded in the   cockpit... I don't know how, but   I managed to activate my escape   transporter... the next thing   I remember was finding myself in   the emergency evac station on   Mimas with the rest of the   squadron... except Josh.","""The First Duty"""
218,BRAND,   Do you have anything to add to   your testimony?,"""The First Duty"""
219,WESLEY,"   No, sir.","""The First Duty"""
220,SATELK,"   Mister Crusher, will you describe   a Yeager loop?","""The First Duty"""
221,WESLEY,"    (demonstrates with     hands)   The ships begin in a diamond slot   formation. They climb and loop   backwards at a steep angle... at   the peak of the loop, all five   ships flip over and accelerate   in a new direction.","""The First Duty"""
222,SATELK,"   Mister Crusher, did your team   remain in formation throughout   the loop?","""The First Duty"""
223,WESLEY,"   Yes, sir.","""The First Duty"""
224,BRAND,"   I want you to be absolutely clear   on this point, Mister Crusher.   Before the collision, was Nova   Squadron in a diamond slot   formation?","""The First Duty"""
225,WESLEY,"   Yes, sir.","""The First Duty"""
226,SATELK,"       Computer, display Saturn NavCon   file six dash three seven nine.","""The First Duty"""
227,SATELK,   These images were obtained by a   navigational control satellite   in orbit around Saturn during a   standard sensor sweep.,"""The First Duty"""
228,SATELK ,"   Computer, freeze image.","""The First Duty"""
229,SATELK,       Magnify sector gamma three and   enhance.,"""The First Duty"""
230,SATELK,"   This image was recorded when your   ships moved briefly into the   satellite's sensor range.   According to the time index,   what you see on the monitor took   place seven seconds after Nova   Squadron completed the Yeager loop.","""The First Duty"""
231,BRAND,"   Mister Crusher, are these ships   in a diamond slot formation?","""The First Duty"""
232,WESLEY,"   No, sir.","""The First Duty"""
233,BRAND,"   What is your explanation, Mister   Crusher?","""The First Duty"""
234,WESLEY,   I have none.,"""The First Duty"""
235,BEVERLY,"   Everything's going to be okay,   Wes. There's got to be an   explanation for all this.","""The First Duty"""
236,BEVERLY,   Data and Geordi are already   analyzing the flight recorder and   the satellite transmission.,"""The First Duty"""
237,WESLEY,   Why?,"""The First Duty"""
238,BEVERLY,   There must be something wrong   with the satellite data... it   might have been tampered with...,"""The First Duty"""
239,WESLEY,   Mom... that doesn't make any   sense...,"""The First Duty"""
240,BEVERLY,   Well there has to be some   explanation... I know you're   telling the truth... but that   satellite data made it look like   you were lying.,"""The First Duty"""
241,BEVERLY,   I've spoken with the other   parents...     ,"""The First Duty"""
242,,,"""The First Duty"""
243,BEVERLY ,       I'm going to go to Admiral Brand   and ask that she delay the inquiry   for at least--,"""The First Duty"""
244,WESLEY,       Mom. No.       You can't do that.,"""The First Duty"""
245,BEVERLY,"       I'm not going to let them destroy   your career, Wes... you haven't   done anything wrong.","""The First Duty"""
246,WESLEY,"   Don't try to protect me, Mom...   Please just... stay out of it.","""The First Duty"""
247,CUT TO:,,"""The First Duty"""
248,BOOTHBY,       Look at this... weeds keep   popping up in the primrose   beds... poor flowers never have   a chance to grow...,"""The First Duty"""
249,PICARD,       You could use a good herbicide   instead of crawling about on your   hands and knees pulling weeds.,"""The First Duty"""
250,BOOTHBY,   And you could explore space on   a holodeck instead of a   starship.,"""The First Duty"""
251,PICARD,   Boothby... tell me more about   Nova Squadron.,"""The First Duty"""
252,BOOTHBY,   Not going well is it?,"""The First Duty"""
253,PICARD,   No.,"""The First Duty"""
254,BOOTHBY,   Remember the parrises squares   tournament in 'twenty four?,"""The First Duty"""
255,PICARD,   That final game against Minsk...,"""The First Duty"""
256,BOOTHBY,   It took me three weeks to repair   the grounds after the celebration.,"""The First Duty"""
257,PICARD,   We had a lot to celebrate. Our   team wasn't supposed to win.       We were proud of them...,"""The First Duty"""
258,BOOTHBY,"   Well... the cadets today are just   as proud of Nova Squadron. The   celebration they held after Nova   won the Rigel Cup made 'twenty-four   look like a dinner party.       To the other cadets, the members   of that team are gods... and   that's a hard image to live up   to. But Nick Locarno... he   watches out for them... he keeps   them together.       Nick is what makes that team   special... he's their coach,   surrogate father, and best friend   all in one... a natural leader.       The members of that team love   him... if he asks them to do   something, they do it... even   if it means going right over a   cliff.","""The First Duty"""
259,CUT TO:,,"""The First Duty"""
260,BEVERLY,   He all but admitted to me that   he was lying.,"""The First Duty"""
261,PICARD,   What exactly did he say?,"""The First Duty"""
262,BEVERLY,"   He just asked me not to help   him... but it was the way he said   it ... the look on his face...   Jean-Luc, I know my son, and he's   in trouble.","""The First Duty"""
263,PICARD,   Report.,"""The First Duty"""
264,GEORDI,   Nothing conclusive.,"""The First Duty"""
265,GEORDI,   We do know the collision occurred   about four seconds after the   satellite images were recorded.   But we still don't know how the   ships got into the new formation   or how the crash occurred.,"""The First Duty"""
266,DATA,   We have unsuccessfully tried over   fifty different computational   models in an effort to simulate   the movements of Nova Squadron   just prior to the crash.,"""The First Duty"""
267,GEORDI,"   There're just too many variables   to take into consideration...   speed, attitude, course...","""The First Duty"""
268,PICARD,   Did Wesley's flight recorder   indicate there was anything...   unusual about the ship or the way   it was operating?,"""The First Duty"""
269,GEORDI,"   Well, the starboard power flow   was fluctuating.","""The First Duty"""
270,DATA,"   However, it was well within   operational limits.","""The First Duty"""
271,GEORDI,"       The fluidic pressure in the   landing struts was low, but I   don't know what difference that   would make.","""The First Duty"""
272,DATA,       We did find that Wesley had   opened his coolant interlock just   before beginning the maneuver   around Titan.,"""The First Duty"""
273,GEORDI,   Which is a little unusual. The   interlock is normally closed   unless you're performing a check   on the engine coolant levels.   But there's no evidence Wesley   was running that kind of check.,"""The First Duty"""
274,PICARD,       Filling the primary coolant tanks   requires an open interlock...   but that can only be done in a   maintenance bay. What other   reasons are there to open that   valve?,"""The First Duty"""
275,GEORDI,   It's the first step in purging   the plasma exhaust.,"""The First Duty"""
276,DATA,       That procedure would be extremely   hazardous while the ship was in   flight.,"""The First Duty"""
277,GEORDI,"   Yeah, the engine would probably   ignite the plasma.","""The First Duty"""
278,PICARD,   Ignite the plasma... that's   exactly what they were trying to   do.,"""The First Duty"""
279,PICARD,   Come.,"""The First Duty"""
280,WESLEY,   Captain.,"""The First Duty"""
281,PICARD,   Can you tell me what maneuver this   is?,"""The First Duty"""
282,WESLEY,   It's the Kolvoord Starburst.,"""The First Duty"""
283,PICARD,   Five ships crossing within ten   meters of each other and then   igniting their plasma trails.   One of the most difficult and   spectacular demonstrations of   precision flying. It hasn't been   performed by an Academy team in   over a century. Do you know why?,"""The First Duty"""
284,WESLEY,   It was banned by the Academy   following a training accident.,"""The First Duty"""
285,PICARD,"   An accident in which all five   cadets lost their lives.       Nicholas Locarno wanted to end   his Academy career in a blaze of   glory... so he convinced the four   of you to learn the Kolvoord   Starburst for the commencement   demonstration. If it worked,   you'd thrill the assembled   guests... and Locarno would   graduate as a living legend.   Except it didn't work... and   Joshua Albert paid the price.","""The First Duty"""
286,PICARD,   Am I correct?,"""The First Duty"""
287,PICARD,"       I asked you a question, Cadet.","""The First Duty"""
288,WESLEY,"       I... choose not to answer, sir.","""The First Duty"""
289,PICARD,   You choose not to answer... and   yet you've already given an answer   to the inquiry... and that answer   was a lie.,"""The First Duty"""
290,WESLEY,"   I said the accident occurred after   the loop, and it did.","""The First Duty"""
291,PICARD,"       But you neglected to mention the   fact that following the loop your   team executed a dangerous maneuver   which was the direct cause of the   crash.       Yes, you told the truth... but   only to a point. And a lie of   omission is still a lie.","""The First Duty"""
292,PICARD,   Do you remember the day you first   came aboard this ship? Your   mother brought you to the   bridge...,"""The First Duty"""
293,WESLEY,   Yes.,"""The First Duty"""
294,PICARD,   You even sat in my chair. It   annoyed me at first... a   presumptuous child playing on my   ship. But I never forgot the way   you knew every control and   display before you ever set foot   on the bridge. You acted like   you belonged there.,"""The First Duty"""
295,WESLEY,       I remember.,"""The First Duty"""
296,PICARD,"   Later... when I decided to make   you an acting ensign, I was   convinced you would be an   outstanding officer. I've never   questioned that conviction...   until now.","""The First Duty"""
297,PICARD,"   The first duty of every Starfleet   officer is to the truth... be it   scientific truth, historical   truth, or personal truth. It is   the guiding principle upon which   Starfleet is based. If you cannot   find it within yourself to stand   up and tell the truth about what   happened... you do not deserve   to wear that uniform.","""The First Duty"""
